"","full_text","Handle","text"
"223","RIP Max Cleland. You were a wonderful colleague and you gave it your all for our country","barbara","RIP Max Cleland  You were a wonderful colleague and you gave it your all for our country"
"224","Message to Niki Haley: ageism is ugly and we will remind senior citizens of your prejudice. I say presidential candidates of all ages should have physical and mental tests. Some would-be Presidents in Congress are wacky.","barbara","Message to Niki Haley  ageism is ugly and we will remind senior citizens of your prejudice  I say presidential candidates of all ages should have physical and mental tests  Some would be Presidents in Congress are wacky "
"225","3 takeaways for me:
1. All politics is local
2. First  time in 44 years that New Jersey re-elected           a Democratic Governor
3. Time to deliver for the American  people","barbara","3 takeaways for me 
1  All politics is local
2  First  time in 44 years that New Jersey re elected           a Democratic Governor
3  Time to deliver for the American  people"
"226","RT @IssuesOn1: Where do you get your news? Whistleblower testimony alleges @Meta, formerly known as #Facebook, of harm by exposing vulnerab…","barbara","RT  IssuesOn1  Where do you get your news  Whistleblower testimony alleges  Meta  formerly known as  Facebook  of harm by exposing vulnerab "
"227","RT @IssuesOn1: The U.S. is one of six countries without national paid leave. @POTUS had proposed 12 weeks of paid family &amp; medical leave, b…","barbara","RT  IssuesOn1  The U S  is one of six countries without national paid leave   POTUS had proposed 12 weeks of paid family  amp  medical leave  b "
"228","Today’s Republican party is against the right to vote, the right to choose, the right to love whom you want, the right to healthcare, the right to a livable planet and the right to the truth-not the big lie. Republicans need to leave the GOP.","barbara","Today s Republican party is against the right to vote  the right to choose  the right to love whom you want  the right to healthcare  the right to a livable planet and the right to the truth not the big lie  Republicans need to leave the GOP "
"229","Rest in peace Colin Powell. You had humility when you were right and you had the courage to admit when you were wrong. And you sent the alarm when you saw your Republican party moving away from American ideals and values.","barbara","Rest in peace Colin Powell  You had humility when you were right and you had the courage to admit when you were wrong  And you sent the alarm when you saw your Republican party moving away from American ideals and values "
"230","RT @IssuesOn1: For a lot of candidates campaigning for 2022 starts right now. @BarbaraBoxer tells @alexcoheninla that some GOP members will…","barbara","RT  IssuesOn1  For a lot of candidates campaigning for 2022 starts right now   BarbaraBoxer tells  alexcoheninla that some GOP members will "
"231","RT @IssuesOn1: How does two years of free preschool plus two years of free community college sound? It's all included in the “Build Back Be…","barbara","RT  IssuesOn1  How does two years of free preschool plus two years of free community college sound  It s all included in the  Build Back Be "
"232","RT @KarenBassLA: Senator @BarbaraBoxer represented this state with such passion. 

Her trust in me to lead Los Angeles at this time means a…","barbara","RT  KarenBassLA  Senator  BarbaraBoxer represented this state with such passion  

Her trust in me to lead Los Angeles at this time means a "
"233","RT @IssuesOn1: Here in SoCal drivers know gridlock. On the opposite side of the country in Washington, D.C., lawmakers understand gridlock…","barbara","RT  IssuesOn1  Here in SoCal drivers know gridlock  On the opposite side of the country in Washington  D C   lawmakers understand gridlock "
"234","RT @IssuesOn1: Today @RepBarbaraLee shared her abortion story as lawmakers spoke at a hearing to fight for reproductive rights. Tonight on…","barbara","RT  IssuesOn1  Today  RepBarbaraLee shared her abortion story as lawmakers spoke at a hearing to fight for reproductive rights  Tonight on "
"235","Trump says the only thing stopping him from running is a bad call from a doctor. Well how about the bad call from leading mental health doctors who documented Trump’s clinical narcissism? That’s the bad call!","barbara","Trump says the only thing stopping him from running is a bad call from a doctor  Well how about the bad call from leading mental health doctors who documented Trump s clinical narcissism  That s the bad call "
"236","To GOP: Didn’t you learn to pay your debts? You debtors ran it way up through tax breaks for the rich, subsidies to big oil and others who dodge taxes. No wonder your color is RED. Republican red. Vote BLUE.","barbara","To GOP  Didn t you learn to pay your debts  You debtors ran it way up through tax breaks for the rich  subsidies to big oil and others who dodge taxes  No wonder your color is RED  Republican red  Vote BLUE "
"237","Bravery comes in many forms. Today I say thank you to the brave Doctor in Texas who is fearlessly protecting our constitutional right to choose. Please RT and send a loud NO to those secret civilian Texas vigilantes who want to profit from snooping on their neighbors.","barbara","Bravery comes in many forms  Today I say thank you to the brave Doctor in Texas who is fearlessly protecting our constitutional right to choose  Please RT and send a loud NO to those secret civilian Texas vigilantes who want to profit from snooping on their neighbors "
"238","RT @IssuesOn1: Concerns are mounting over the upcoming ""Justice for J6"" rally. Tonight on @SpecNews1SoCal, @BarbaraBoxer tells @alexcohenin…","barbara","RT  IssuesOn1  Concerns are mounting over the upcoming  Justice for J6  rally  Tonight on  SpecNews1SoCal   BarbaraBoxer tells  alexcohenin "
"239","RT @IssuesOn1: When @larryelder talked about former Senator Barbara Boxer getting mugged during his concession speech, some of his supporte…","barbara","RT  IssuesOn1  When  larryelder talked about former Senator Barbara Boxer getting mugged during his concession speech  some of his supporte "
"240","Congratulations  Governor  Newsom!
Congratulations California!","barbara","Congratulations  Governor  Newsom 
Congratulations California "
"241","RT @AliciaOnMSNBC: ""I lost 1 race out of the 12 I ran, okay?... How nice it would have been for me to say 'oh, I'm sure I actually won'...…","barbara","RT  AliciaOnMSNBC   I lost 1 race out of the 12 I ran  okay     How nice it would have been for me to say  oh  I m sure I actually won     "
"242","If I see an adult about to hurt a child and I don’t act, shame on me. Our President sees millions of adults hurting America’s children because they refuse vaccines and he is acting. Shame on those Republican politicians who are on the side of hurting children. Vote blue.","barbara","If I see an adult about to hurt a child and I don t act  shame on me  Our President sees millions of adults hurting America s children because they refuse vaccines and he is acting  Shame on those Republican politicians who are on the side of hurting children  Vote blue "
"243","Waiting for citizens arrest of Florida Governor since he is killing people with his disregard of public health experts. He has the worst Covid death stats last seven days.","barbara","Waiting for citizens arrest of Florida Governor since he is killing people with his disregard of public health experts  He has the worst Covid death stats last seven days "
"244","#TheReidOut #reiders https://t.co/mpBhv3atbu","barbara"," TheReidOut  reiders "
"245","The Republican Supreme Court just allowed the state to force victims of rape and incest to bear the child of their attackers. Women will die. Vote blue.","barbara","The Republican Supreme Court just allowed the state to force victims of rape and incest to bear the child of their attackers  Women will die  Vote blue "
"246","As Americans we have always fought for women’s rights in Afghanistan. But we must look into the Texas mirror where GOP Texas has criminalized a  woman’s right to her own decisions. Maybe we should call the republican party there “the Texas Taliban”.","barbara","As Americans we have always fought for women s rights in Afghanistan  But we must look into the Texas mirror where GOP Texas has criminalized a  woman s right to her own decisions  Maybe we should call the republican party there  the Texas Taliban  "
"247","The GOP is officially the party of voter suppression; the anti-democracy party. Not ONE House Republican voted yes for voting rights. Republican  red now stands for DANGER. Quit GOP. Vote blue.","barbara","The GOP is officially the party of voter suppression  the anti democracy party  Not ONE House Republican voted yes for voting rights  Republican  red now stands for DANGER  Quit GOP  Vote blue "
"248","RT @IssuesOn1: ""It's either the virus wins or we win"" @BarbaraBoxer tells @ArielWesler why it's time to get #vaccinated as the @pfizer #COV…","barbara","RT  IssuesOn1   It s either the virus wins or we win   BarbaraBoxer tells  ArielWesler why it s time to get  vaccinated as the  pfizer  COV "
"249","RT @IssuesOn1: Suicide bombers and gunmen attacked crowds attempting to flee life under the Taliban. @ArielWesler speaks with @BarbaraBoxer…","barbara","RT  IssuesOn1  Suicide bombers and gunmen attacked crowds attempting to flee life under the Taliban   ArielWesler speaks with  BarbaraBoxer "
"250","Disgusting comments from former Trump puppet Stephen Miller re refugees.  Miller wouldn’t be here if America hadn’t opened up to his family and given them, yes, free stuff, like education. What a pompous self hating human being he is.","barbara","Disgusting comments from former Trump puppet Stephen Miller re refugees   Miller wouldn t be here if America hadn t opened up to his family and given them  yes  free stuff  like education  What a pompous self hating human being he is "
"251","Texas Governor gets covid, recovering nicely due to vaccines HE got while failing to vaccinate his state widely and dissing masks. While he recovers, portable morgues arrive in Texas to freeze Abbot’s deadly legacy.","barbara","Texas Governor gets covid  recovering nicely due to vaccines HE got while failing to vaccinate his state widely and dissing masks  While he recovers  portable morgues arrive in Texas to freeze Abbot s deadly legacy "
"252","RT @CA_Dem: Sign up to volunteer: https://t.co/iSWP2kDYkf

#StopTheRepublicanRecall","barbara","RT  CA Dem  Sign up to volunteer  "
"253","In recent days San Francisco lost two strong leaders who lived their lives to expand freedom, equality and justice for all. RIP Janice Mirikitani and James Hormel. It was inspirational to see you both open the doors of fairness and compassion to so many.","barbara","In recent days San Francisco lost two strong leaders who lived their lives to expand freedom  equality and justice for all  RIP Janice Mirikitani and James Hormel  It was inspirational to see you both open the doors of fairness and compassion to so many "
"254","RT @IssuesOn1: California's first Latino senator @AlexPadilla4CA picked up an endorsement from @RepRoKhanna in the #2022election. @BarbaraB…","barbara","RT  IssuesOn1  California s first Latino senator  AlexPadilla4CA picked up an endorsement from  RepRoKhanna in the  2022election   BarbaraB "
"255","RT @IssuesOn1: As ballots for the #recall election are being delivered to homes across California, @GavinNewsom told voters to leave questi…","barbara","RT  IssuesOn1  As ballots for the  recall election are being delivered to homes across California   GavinNewsom told voters to leave questi "
"256","RT @adammendler: Senator @BarbaraBoxer joined me on Episode 83 of Thirty Minute Mentors.

We discussed:
✅breaking into &amp; excelling in polit…","barbara","RT  adammendler  Senator  BarbaraBoxer joined me on Episode 83 of Thirty Minute Mentors 

We discussed 
breaking into  amp  excelling in polit "
"257","RT @PPActionCA: The @LATimes reports that California is dangerously close to an anti-abortion, anti-woman extremist becoming Governor.

Sha…","barbara","RT  PPActionCA  The  LATimes reports that California is dangerously close to an anti abortion  anti woman extremist becoming Governor 

Sha "
"258","The virus is a killer which has a number of  supporters and accomplices, otherwise known as many Republican Governors. This GOP is a grave threat to the very lives of Americans.","barbara","The virus is a killer which has a number of  supporters and accomplices  otherwise known as many Republican Governors  This GOP is a grave threat to the very lives of Americans "
"259","Message to Florida’s Governor: The covid buck stops with you in Florida. Blaming others shows you are no leader. Your sick response is to curse our President but it doesn’t change this fact: people are dying in Florida because you are stopping preventive action.","barbara","Message to Florida s Governor  The covid buck stops with you in Florida  Blaming others shows you are no leader  Your sick response is to curse our President but it doesn t change this fact  people are dying in Florida because you are stopping preventive action "
"260","This is a captain obvious summer for principles of right and wrong,
Right: Get vaccine
Wrong: Don’t
Right: Whomever they are, hold people accountable when they hurt others.
Wrong: Taunting those who are hurting. 
America get back to basics!","barbara","This is a captain obvious summer for principles of right and wrong 
Right  Get vaccine
Wrong  Don t
Right  Whomever they are  hold people accountable when they hurt others 
Wrong  Taunting those who are hurting  
America get back to basics "
"261","The Three Stooges have nothing on the three G’s…Gaetz, Greene and Gohmert as the G’s try to cheer up the jailed criminal traitors who wanted to hang Mike Pence.","barbara","The Three Stooges have nothing on the three G s Gaetz  Greene and Gohmert as the G s try to cheer up the jailed criminal traitors who wanted to hang Mike Pence "
"262","RT @IssuesOn1: She says more community policing could help provide ""more hope for our kids"" and help prevent similar incidents. 

Full inte…","barbara","RT  IssuesOn1  She says more community policing could help provide  more hope for our kids  and help prevent similar incidents  

Full inte "
"263","RT @IssuesOn1: ""Why would you do this to a grandmother?"" 

Former Sen. @BarbaraBoxer relives the moment when she was attacked and robbed in…","barbara","RT  IssuesOn1   Why would you do this to a grandmother   

Former Sen   BarbaraBoxer relives the moment when she was attacked and robbed in "
"264","GOP falsely says congressional Democrats want to defund police while the same GOP supports Trump Republicans who attacked, slandered and injured brave police on January 6. GOP cares nothing for police who were willing to die to protect them at the Capitol.","barbara","GOP falsely says congressional Democrats want to defund police while the same GOP supports Trump Republicans who attacked  slandered and injured brave police on January 6  GOP cares nothing for police who were willing to die to protect them at the Capitol "
"265","Discussed crime with Erin Burnett. Click here:
https://t.co/CWUIDLZvZd","barbara","Discussed crime with Erin Burnett  Click here 
"
"266","Earlier today former Senator Barbara Boxer was assaulted in the Jack London Square neighborhood of Oakland. The assailant pushed her in the back, stole her cell phone and jumped in a waiting car. She is thankful that she was not seriously injured.""","barbara","Earlier today former Senator Barbara Boxer was assaulted in the Jack London Square neighborhood of Oakland  The assailant pushed her in the back  stole her cell phone and jumped in a waiting car  She is thankful that she was not seriously injured  "
"267","To the delusional former President: If the January 6 insurrectionists were “loving“ then Jack the Ripper was a messenger of peace.","barbara","To the delusional former President  If the January 6 insurrectionists were  loving  then Jack the Ripper was a messenger of peace "
"268","Republicans do not want IRS to collect required taxes from tax evaders to help pay to fix dangerous unstable bridges and lead laden water pipes. What is the message you take from this? For me it’s encouraging tax cheats! What shames these guys?","barbara","Republicans do not want IRS to collect required taxes from tax evaders to help pay to fix dangerous unstable bridges and lead laden water pipes  What is the message you take from this  For me it s encouraging tax cheats  What shames these guys "
"269","Two man made disasters killing our people: weapons of war on our streets and climate change with its deadly impacts. On both counts the GOP is fueling all the flames. Quit the GOP and help democrats in 2022.","barbara","Two man made disasters killing our people  weapons of war on our streets and climate change with its deadly impacts  On both counts the GOP is fueling all the flames  Quit the GOP and help democrats in 2022 "
"270","RT @IssuesOn1: How exactly do Senate Democrats plan on paying for the infrastructure proposal? @BarbaraBoxer says, ""There's lots of ways to…","barbara","RT  IssuesOn1  How exactly do Senate Democrats plan on paying for the infrastructure proposal   BarbaraBoxer says   There s lots of ways to "
"271","Mitch McConnell and GOP ended filibuster for Supreme Court nominees. Therefore the precedent has been set for ending it for another single issue..say…voting rights!  Thank you Texas Democrats for keeping the focus where it belongs.","barbara","Mitch McConnell and GOP ended filibuster for Supreme Court nominees  Therefore the precedent has been set for ending it for another single issue  say voting rights   Thank you Texas Democrats for keeping the focus where it belongs "
"272","Cheering on low vaccination rates is like cheering on death. New slogan for CPAC: The organization that puts you out of your misery!","barbara","Cheering on low vaccination rates is like cheering on death  New slogan for CPAC  The organization that puts you out of your misery "
"273","Many legit differences between D’s and R’s but I thought this united us: the desire to not die from something  preventable. Nobody should sacrifice their life for right wing demagogues who, btw, are vaccinated!","barbara","Many legit differences between D s and R s but I thought this united us  the desire to not die from something  preventable  Nobody should sacrifice their life for right wing demagogues who  btw  are vaccinated "
"274","Hmm. GOP gets hysterical about peaceful protests but they don’t care a bit that our democracy was violently attacked at the Capitol.","barbara","Hmm  GOP gets hysterical about peaceful protests but they don t care a bit that our democracy was violently attacked at the Capitol "
"275","As we see the tragedy and deep pain when structures fail, let’s keep in mind that thousands of our bridges are structurally deficient. We must repair our physical infrastructure with a skilled human infrastructure.","barbara","As we see the tragedy and deep pain when structures fail  let s keep in mind that thousands of our bridges are structurally deficient  We must repair our physical infrastructure with a skilled human infrastructure "
"276","RT @IssuesOn1: ""I worry about them being able to effectively overturn a fair election"" @BarbaraBoxer shares her concerns with not passing #…","barbara","RT  IssuesOn1   I worry about them being able to effectively overturn a fair election   BarbaraBoxer shares her concerns with not passing   "
"277","The GOP has fallen into the hands of tyranny. Republicans fear voters but instead of winning them over they are rolling over them, locking them out. If you are still a GOPer, exit now. Send a message of freedom and on the way out tell them they left you!","barbara","The GOP has fallen into the hands of tyranny  Republicans fear voters but instead of winning them over they are rolling over them  locking them out  If you are still a GOPer  exit now  Send a message of freedom and on the way out tell them they left you "
"278","Happy Juneteenth! How wonderful to finally have a holiday to mark slavery’s end. When we celebrate freedom from  slavery we admit it was evil and regardless of the GOP we will learn about suffering that abounded and impacts that still persist.","barbara","Happy Juneteenth  How wonderful to finally have a holiday to mark slavery s end  When we celebrate freedom from  slavery we admit it was evil and regardless of the GOP we will learn about suffering that abounded and impacts that still persist "
"279","RT @IssuesOn1: Former U.S. Senator @BarbaraBoxer has some strong words for former GOP Rep. Dana Rohrabacher, who confirmed he was at the U.…","barbara","RT  IssuesOn1  Former U S  Senator  BarbaraBoxer has some strong words for former GOP Rep  Dana Rohrabacher  who confirmed he was at the U  "
"280","To the GOP Governor of Texas: you can try to force educators to avoid the truth about America’s original sin but we will tell the truth about that and about you. Here is the truth:  history is history and you are a liar.","barbara","To the GOP Governor of Texas  you can try to force educators to avoid the truth about America s original sin but we will tell the truth about that and about you  Here is the truth   history is history and you are a liar "
"281","Watching Bill Barr painfully try to “legally” lie prompts me to say: liar, liar brain on fire.","barbara","Watching Bill Barr painfully try to  legally  lie prompts me to say  liar  liar brain on fire "
"282","Anyone on Trump’s enemies list should feel like a hero.","barbara","Anyone on Trump s enemies list should feel like a hero "
"283","RT @IssuesOn1: ""This whole focus on Joe is misguided"" @BarbaraBoxer is one of the few Democrats NOT blaming @Sen_JoeManchin for blocking vo…","barbara","RT  IssuesOn1   This whole focus on Joe is misguided   BarbaraBoxer is one of the few Democrats NOT blaming  Sen JoeManchin for blocking vo "
"284","Saw seconds of the “former.” Very very low energy. Still very high emission rates of poison.","barbara","Saw seconds of the  former   Very very low energy  Still very high emission rates of poison "
"285","To the Judge who says a swiss army knife is just like an assault weapon, I say: you need to get a different job. Or better yet… No job.","barbara","To the Judge who says a swiss army knife is just like an assault weapon  I say  you need to get a different job  Or better yet  No job "
"286","RT @IssuesOn1: ""It is brutally painful"" @BarbaraBoxer shares a surprising history lesson on CA's most racist Governor and implores us to ta…","barbara","RT  IssuesOn1   It is brutally painful   BarbaraBoxer shares a surprising history lesson on CA s most racist Governor and implores us to ta "
"287","Something great is happening this August! Joe Biden will still be President. Mental health check needed for the My Pillow Guy who believes the former President will reclaim the throne.","barbara","Something great is happening this August  Joe Biden will still be President  Mental health check needed for the My Pillow Guy who believes the former President will reclaim the throne "
"288","Thank you Texas Democrats for standing up for freedom and justice and democracy. May your courage be contagious in this momentous time for America.","barbara","Thank you Texas Democrats for standing up for freedom and justice and democracy  May your courage be contagious in this momentous time for America "
"289","Mitch McConnell blocked the January 6 bipartisan commission. He and his Republican puppets swore on a bible to defend this country from enemies foreign and domestic. He did NOT do that. What does that make him besides an oath breaker? You tell me.","barbara","Mitch McConnell blocked the January 6 bipartisan commission  He and his Republican puppets swore on a bible to defend this country from enemies foreign and domestic  He did NOT do that  What does that make him besides an oath breaker  You tell me "
"290","RT @IssuesOn1: ""She is dangerous and she needs to leave the House""  @BarbaraBoxer doesn't mince words when it comes to @mtgreenee and the s…","barbara","RT  IssuesOn1   She is dangerous and she needs to leave the House    BarbaraBoxer doesn t mince words when it comes to  mtgreenee and the s "
"291","RIP John Warner. You were a fine colleague and truly helped us on the Senate Environment and Public Works Committee when we worked so hard on our climate bill. Your voice of reason was missed in the Senate when you retired. Deepest sympathies to your family.","barbara","RIP John Warner  You were a fine colleague and truly helped us on the Senate Environment and Public Works Committee when we worked so hard on our climate bill  Your voice of reason was missed in the Senate when you retired  Deepest sympathies to your family "
"292","Gun violence up. More innocents dying. So GOP Texas takes action. They make buying a handgun as easy as buying a carton of milk! GOP continues its craziness: harder to vote; easier to die. Quit the GOP.","barbara","Gun violence up  More innocents dying  So GOP Texas takes action  They make buying a handgun as easy as buying a carton of milk  GOP continues its craziness  harder to vote  easier to die  Quit the GOP "
"293","White haters hurt Black Americans; Asian haters hurt Asian Americans; Latino children still hurt; anti-semites hurting Jewish Americans; LGBT students hurt; mass killings. What in God’s name are we doing to each other?We must reverse this legacy of hate starting with politicians.","barbara","White haters hurt Black Americans  Asian haters hurt Asian Americans  Latino children still hurt  anti semites hurting Jewish Americans  LGBT students hurt  mass killings  What in God s name are we doing to each other We must reverse this legacy of hate starting with politicians "
"294","RT @IssuesOn1: ""They are aiding and abetting the enemy""  Former Senator @BarbaraBoxer says GOP Senators need to uphold their oath of office…","barbara","RT  IssuesOn1   They are aiding and abetting the enemy   Former Senator  BarbaraBoxer says GOP Senators need to uphold their oath of office "
"295","A violent mob Insurrection at the Capitol on January 6.  Everyone sees it.  People died because of it. Anyone who refuses to investigate is aiding and abetting the enemy.  Leave the traitorous GOP.","barbara","A violent mob Insurrection at the Capitol on January 6   Everyone sees it   People died because of it  Anyone who refuses to investigate is aiding and abetting the enemy   Leave the traitorous GOP "
"296","Face of GOP:Donald trump
Voice of GOP:Matt Gaetz 
Soul of GOP:Marjorie Taylor Green
Bagmen for GOP:Kevin McCarthy,Mitch McConnell 
Action required:Leave the GOP","barbara","Face of GOP Donald trump
Voice of GOP Matt Gaetz 
Soul of GOP Marjorie Taylor Green
Bagmen for GOP Kevin McCarthy Mitch McConnell 
Action required Leave the GOP"
"297","RT @IssuesOn1: ""GOP - genuflect or perish..."" Former Senator @BarbaraBoxer says the Republican party's treatment of  @RepLizCheney is a dan…","barbara","RT  IssuesOn1   GOP   genuflect or perish     Former Senator  BarbaraBoxer says the Republican party s treatment of   RepLizCheney is a dan "
"298","Once again Mitch declares his highest priority is stopping another democratic president’s agenda, which has 60% approval. How’d that work out last time? Obama won! GOP gone nuts.","barbara","Once again Mitch declares his highest priority is stopping another democratic president s agenda  which has 60  approval  How d that work out last time  Obama won  GOP gone nuts "
"299","The GOP now stands for Genuflect Or Perish. 
If you don’t bow down to Trump, Republican Leaders will purge you. Just ask Liz Cheney. So they are blocking the vote, and banning dissent.  What country does this remind you of?","barbara","The GOP now stands for Genuflect Or Perish  
If you don t bow down to Trump  Republican Leaders will purge you  Just ask Liz Cheney  So they are blocking the vote  and banning dissent   What country does this remind you of "
"300","Experts predicted a “transitional” presidency. I see a “transformational” presidency: transforming America’s government from paralysis to action. Problems kicked down the road include: income inequality, climate, infrastructure, affordable health and  education. Others?","barbara","Experts predicted a  transitional  presidency  I see a  transformational  presidency  transforming America s government from paralysis to action  Problems kicked down the road include  income inequality  climate  infrastructure  affordable health and  education  Others "
"301","Since we are in Oscar season I nominate Republican leader Kevin McCarthy for worst actor in the Congress as he fails to convince America that Trump cared about ending the insurrection. But Kevin hands-down wins Oscar for best suck-up to Trump.","barbara","Since we are in Oscar season I nominate Republican leader Kevin McCarthy for worst actor in the Congress as he fails to convince America that Trump cared about ending the insurrection  But Kevin hands down wins Oscar for best suck up to Trump "
"302","RT @IssuesOn1: ""The whole world is watching"" Will the scrutiny push Congress pass the George Floyd Justice in Policing Act? Former Senator…","barbara","RT  IssuesOn1   The whole world is watching  Will the scrutiny push Congress pass the George Floyd Justice in Policing Act  Former Senator "
"303","“Out of the mountain of despair, a stone of hope.“
Martin Luther King
August 1963","barbara"," Out of the mountain of despair  a stone of hope  
Martin Luther King
August 1963"
"304","RIP Walter Mondale. Your decency and caring about the American people defined your service.","barbara","RIP Walter Mondale  Your decency and caring about the American people defined your service "
"305","So it looks like that new caucus founded by the far right, I mean the far wrong, is anti immigrant. That should limit their membership to Native Americans because all of those on the far wrong come from families who were IMMIGRANTS.","barbara","So it looks like that new caucus founded by the far right  I mean the far wrong  is anti immigrant  That should limit their membership to Native Americans because all of those on the far wrong come from families who were IMMIGRANTS "
"306","So there’s a new Caucus in the House headed by the Q sisters. They call it “The America First Caucus”. I call it “The Anti American Caucus” or the “Trash America Caucus”.  A friend dubbed it “The Brown Shirt Caucus”. What do you call it?","barbara","So there s a new Caucus in the House headed by the Q sisters  They call it  The America First Caucus   I call it  The Anti American Caucus  or the  Trash America Caucus    A friend dubbed it  The Brown Shirt Caucus   What do you call it "
"307","RT @IssuesOn1: ""This is a moment. We have to come face to face with the truth"" @BarbaraBoxer believes people are left with a ""hole in their…","barbara","RT  IssuesOn1   This is a moment  We have to come face to face with the truth   BarbaraBoxer believes people are left with a  hole in their "
"308","Tough issues.  Listen here:
https://t.co/sl3BcYWNbz","barbara","Tough issues   Listen here 
"
"309","Now that we know Mr. Floyd‘s heart condition, it makes this crime more inexplicable. Anyone listening hears intense suffering in his voice but for nine excruciating minutes he was ignored. No one with any common sense could deny those were desperate cries for help not revenge.","barbara","Now that we know Mr  Floyd s heart condition  it makes this crime more inexplicable  Anyone listening hears intense suffering in his voice but for nine excruciating minutes he was ignored  No one with any common sense could deny those were desperate cries for help not revenge "
"310","RT @IssuesOn1: ""The pain is too great"" @BarbaraBoxer said President Biden would act on gun safety and he did! Hear why ""there was no way Jo…","barbara","RT  IssuesOn1   The pain is too great   BarbaraBoxer said President Biden would act on gun safety and he did  Hear why  there was no way Jo "
"311","Despite the best efforts of the defense, it is really hard to imagine a small concerned group, including a nine-year-old girl watching George Floyd’s murder in horror, could be seen as a threat to heavily armed officers.","barbara","Despite the best efforts of the defense  it is really hard to imagine a small concerned group  including a nine year old girl watching George Floyd s murder in horror  could be seen as a threat to heavily armed officers "
"312","Why is business mad at Georgia? And all-star players uncomfortable playing there? They all like democracy.  And they like customers.
Republicans, you made this mess. Fix it!","barbara","Why is business mad at Georgia  And all star players uncomfortable playing there  They all like democracy   And they like customers 
Republicans  you made this mess  Fix it "
"313","Shock! Mitch &amp; pals oppose infrastructure jobs bill. Many bridges &amp; roads deficient. The next falling bridge will be on them but we should do it without them. They stand for nothing good.","barbara","Shock  Mitch  amp  pals oppose infrastructure jobs bill  Many bridges  amp  roads deficient  The next falling bridge will be on them but we should do it without them  They stand for nothing good "
"314","9 minutes of torture. In front of kids. Liberty and justice for all.","barbara","9 minutes of torture  In front of kids  Liberty and justice for all "
"315","Let the word go out far and wide. It is now abundantly clear. The QOP, led by Georgia, is now officially, absolutely and indisputably the party of Voter Supression. The party of Abe (Lincoln ) is now the party of Jim (Crow). Quit the QOP!","barbara","Let the word go out far and wide  It is now abundantly clear  The QOP  led by Georgia  is now officially  absolutely and indisputably the party of Voter Supression  The party of Abe  Lincoln   is now the party of Jim  Crow   Quit the QOP "
"316","Is it too much to ask that there be a background check before some killer gets a gun? The House passed it. Message to the Senate: Get it done.","barbara","Is it too much to ask that there be a background check before some killer gets a gun  The House passed it  Message to the Senate  Get it done "
"317","Republicans terrified of voters. Their play? Stop voters from voting. They have nothing else as they continue to kiss up to Trump and his divisive racial politics. Sad but true that only one party stands for democracy and it ain’t the QOP.","barbara","Republicans terrified of voters  Their play  Stop voters from voting  They have nothing else as they continue to kiss up to Trump and his divisive racial politics  Sad but true that only one party stands for democracy and it ain t the QOP "
"318","RT @IssuesOn1: ""He's an embarrassment to our great state"" Stinging words from @BarbaraBoxer about @GOPLeader's ""China Coronavirus"" tweet.…","barbara","RT  IssuesOn1   He s an embarrassment to our great state  Stinging words from  BarbaraBoxer about  GOPLeader s  China Coronavirus  tweet  "
"319","Attention Georgia police: When most of us have a bad day we shed a tear, take a walk, take a bath or call a friend.","barbara","Attention Georgia police  When most of us have a bad day we shed a tear  take a walk  take a bath or call a friend "
"320","The hatred unleashed by our former president is a blight on our country and a blow to our leadership of the free world. Our government, business, families, and communities must reject this ugliness and stand for equality in practice as well as words.","barbara","The hatred unleashed by our former president is a blight on our country and a blow to our leadership of the free world  Our government  business  families  and communities must reject this ugliness and stand for equality in practice as well as words "
"321","Our military goes thousands of miles around the world to save freedom. Yet when danger was at the Capitol with law-enforcement being attacked and elected leaders hunted, Trump Pentagon appointees did nothing. Did they aid and abet an insurrection? America must know the answer.","barbara","Our military goes thousands of miles around the world to save freedom  Yet when danger was at the Capitol with law enforcement being attacked and elected leaders hunted  Trump Pentagon appointees did nothing  Did they aid and abet an insurrection  America must know the answer "
"322","Everybody in the country and the world saw the insurrectionists beat up, injure and kill law-enforcement at the Capitol and they saw them break the law over and over as they smashed windows and soiled the citadel of democracy. Everybody except Sen. Ron Johnson. He needs to go.","barbara","Everybody in the country and the world saw the insurrectionists beat up  injure and kill law enforcement at the Capitol and they saw them break the law over and over as they smashed windows and soiled the citadel of democracy  Everybody except Sen  Ron Johnson  He needs to go "
"323","McConnell tells us that the covid bill is the worst in history &amp; the only reason Democrats passed it was to take credit for the fabulous recovery coming from Trump years. Mitch, have you not noticed the millions of jobless waiting in line for food?","barbara","McConnell tells us that the covid bill is the worst in history  amp  the only reason Democrats passed it was to take credit for the fabulous recovery coming from Trump years  Mitch  have you not noticed the millions of jobless waiting in line for food "
"324","RT @IssuesOn1: ""The Boxer Report"" is on at a special day and time this week - see it TONIGHT (Wednesday) at 8p and 11p on @IssuesOn1 @SpecN…","barbara","RT  IssuesOn1   The Boxer Report  is on at a special day and time this week   see it TONIGHT  Wednesday  at 8p and 11p on  IssuesOn1  SpecN "
"325","Better days ahead for America thanks to Democrats. The American people see clearly who is on their side. Again: thank you Georgia. There would be no relief without your two Senators.","barbara","Better days ahead for America thanks to Democrats  The American people see clearly who is on their side  Again  thank you Georgia  There would be no relief without your two Senators "
